#	H_0[km/s/Mpc]		r_d [Mpc]		N_eff
   66.511229999999998        147.13800000000001        3.0256449999999999     
   66.008300000000006        147.76640000000000        2.9611869999999998     
   66.950680000000006        146.82089999999999        3.0648360000000001     
   66.467290000000006        147.25290000000001        3.0119539999999998     
   66.535640000000001        147.35069999999999        3.0062920000000002     
   67.414550000000006        146.46750000000000        3.1252200000000001     
   67.619630000000001        145.76589999999999        3.1840180000000000     
   68.283690000000007        145.37209999999999        3.2305480000000002     
   69.108890000000002        145.67449999999999        3.2303250000000001     
   67.761229999999998        147.62989999999999        3.0151520000000001     
   65.588380000000001        149.45980000000000        2.7848609999999998     
   66.477050000000006        147.51960000000000        2.9545979999999998     
   67.102050000000006        146.85050000000001        3.0338769999999999     
   69.201660000000004        144.82259999999999        3.2647290000000000     
   68.688959999999994        146.07579999999999        3.1507350000000001     
   68.610839999999996        146.10509999999999        3.1454270000000002     
   68.420410000000004        146.36369999999999        3.1257489999999999     
   66.433109999999999        148.55990000000000        2.8900890000000001     
   66.374510000000001        148.68250000000000        2.8788100000000001     
   66.525880000000001        148.14359999999999        2.9259059999999999     
   66.105959999999996        148.63170000000000        2.8761150000000000     
   65.729979999999998        148.54589999999999        2.8880400000000002     
   65.778809999999993        148.55740000000000        2.8897539999999999     
   65.197749999999999        148.56870000000001        2.8594230000000000     
   64.904790000000006        149.03579999999999        2.8101409999999998     
   64.499510000000001        149.36959999999999        2.7617660000000002     
   64.489750000000001        149.37530000000001        2.7609800000000000     
   65.715329999999994        148.55000000000001        2.8698540000000001     
   66.306150000000002        147.88149999999999        2.9285450000000002     
   65.520020000000002        149.02580000000000        2.8248709999999999     
   66.867679999999993        148.43080000000000        2.9066709999999998     
   67.526859999999999        147.29560000000001        3.0174089999999998     
   67.512209999999996        147.27510000000001        3.0165080000000000     
   67.180179999999993        147.17570000000001        3.0118499999999999     
   66.730959999999996        147.21940000000001        2.9910920000000001     
   66.892089999999996        146.97900000000001        3.0155520000000000     
   67.009280000000004        147.47000000000000        2.9769380000000001     
   65.925290000000004        148.17710000000000        2.9007420000000002     
   65.769040000000004        148.40420000000000        2.9005049999999999     
   65.856930000000006        150.16550000000001        2.7817300000000000     
   66.052250000000001        149.88229999999999        2.8095800000000000     
   66.472170000000006        149.03940000000000        2.8800889999999999     
   66.379390000000001        149.17050000000000        2.8648980000000002     
   65.896000000000001        149.43580000000000        2.8296230000000002     
   65.651859999999999        150.30390000000000        2.7567640000000000     
   65.871579999999994        149.96480000000000        2.7891990000000000     
   66.184079999999994        149.58090000000001        2.8418389999999998     
   65.271000000000001        150.65309999999999        2.7222219999999999     
   65.319820000000007        150.44250000000000        2.7384700000000000     
   63.845210000000002        152.68750000000000        2.5255470000000000     
   64.357910000000004        151.87540000000001        2.6025459999999998     
   65.202640000000002        150.23120000000000        2.7426990000000000     
   65.373540000000006        150.22499999999999        2.7464740000000001     
   65.881349999999998        148.98300000000000        2.8567140000000002     
   65.847170000000006        149.01259999999999        2.8533960000000000     
   65.095209999999994        149.49750000000000        2.7967919999999999     
   63.801270000000002        151.09660000000000        2.6298300000000001     
   64.279790000000006        150.84100000000001        2.6657970000000000     
   63.815919999999998        151.58009999999999        2.5926730000000000     
   64.855959999999996        150.22370000000001        2.7208830000000002     
   64.763180000000006        150.65750000000000        2.6773530000000001     
   65.056150000000002        150.72059999999999        2.6830989999999999     
   64.924319999999994        151.21870000000001        2.6472959999999999     
   64.763180000000006        151.38659999999999        2.6340050000000002     
   63.820799999999998        150.83840000000001        2.6485180000000001     
   64.279790000000006        150.08000000000001        2.7223790000000001     
   63.732909999999997        150.67980000000000        2.6620770000000000     
   63.859859999999998        150.53070000000000        2.6736740000000001     
   64.343260000000001        149.21619999999999        2.7840500000000001     
   65.212400000000002        149.01689999999999        2.8336880000000000     
   65.900880000000001        148.62170000000000        2.8748550000000002     
   65.910640000000001        148.61460000000000        2.8757440000000001     
   65.563959999999994        148.87880000000001        2.8467210000000001     
   65.783690000000007        149.07950000000000        2.8341229999999999     
   65.744630000000001        148.72200000000001        2.8643299999999998     
   65.041499999999999        149.90340000000000        2.7528929999999998     
   63.806150000000002        151.32980000000001        2.6094819999999999     
   63.977049999999998        152.07300000000001        2.5403790000000002     
   64.758300000000006        151.17390000000000        2.6491959999999999     
   65.129390000000001        150.92959999999999        2.6805490000000001     
   65.222170000000006        150.66360000000000        2.6999770000000001     
   65.275880000000001        150.44360000000000        2.7193890000000001     
   64.855959999999996        149.82589999999999        2.7654980000000000     
   65.002440000000007        149.83040000000000        2.7702100000000001     
   65.139160000000004        149.83740000000000        2.7693050000000001     
   64.597170000000006        150.58830000000000        2.6886690000000000     
   65.422359999999998        149.70050000000001        2.7812640000000002     
   65.314940000000007        149.38550000000001        2.7989139999999999     
   66.457520000000002        148.38620000000000        2.9181689999999998     
   66.413570000000007        148.83519999999999        2.8844300000000000     
   66.208500000000001        149.35880000000000        2.8323040000000002     
   65.944820000000007        149.28240000000000        2.8271030000000001     
   66.335449999999994        148.83449999999999        2.8776329999999999     
   66.477050000000006        148.08040000000000        2.9315340000000001     
   65.876459999999994        148.80279999999999        2.8566099999999999     
   66.184079999999994        148.20470000000000        2.9047850000000000     
   66.154790000000006        148.75370000000001        2.8582280000000000     
   65.568849999999998        148.72909999999999        2.8472529999999998     
   65.632320000000007        148.78510000000000        2.8494940000000000     
   65.236819999999994        149.38149999999999        2.7905899999999999     
   65.700680000000006        149.16270000000000        2.8128210000000000     
   68.322749999999999        147.12850000000000        3.0676100000000002     
   69.440920000000006        145.36689999999999        3.2615330000000000     
   70.573729999999998        144.33369999999999        3.3670230000000001     
   70.622559999999993        144.55950000000001        3.3495750000000002     
   70.441890000000001        145.02910000000000        3.3068819999999999     
   69.479979999999998        146.52390000000000        3.1518619999999999     
   69.108890000000002        147.12330000000000        3.1014569999999999     
   69.812010000000001        146.23500000000001        3.2035950000000000     
   69.846190000000007        146.19510000000000        3.2076009999999999     
   68.967290000000006        146.62150000000000        3.1477740000000001     
   68.112790000000004        148.78370000000001        2.9525690000000000     
   69.113770000000002        147.33400000000000        3.0615350000000001     
   68.811040000000006        147.30539999999999        3.0528740000000001     
   66.809079999999994        149.08459999999999        2.8480319999999999     
   67.185059999999993        149.58560000000000        2.8320180000000001     
   67.087400000000002        149.61920000000001        2.8302420000000001     
   67.092290000000006        149.60870000000000        2.8311299999999999     
   68.117679999999993        149.13509999999999        2.9274119999999999     
   69.460449999999994        146.77379999999999        3.1447929999999999     
   69.328609999999998        146.98300000000000        3.1237110000000001     
   68.112790000000004        148.76790000000000        2.9321190000000001     
   67.644040000000004        148.35300000000001        2.9505669999999999     
   67.561040000000006        148.47649999999999        2.9401869999999999     
   67.492679999999993        148.90469999999999        2.9136110000000000     
   68.078609999999998        146.63319999999999        3.1221120000000000     
   68.347170000000006        146.63509999999999        3.1285129999999999     
   68.249510000000001        145.10319999999999        3.2330760000000001     
   67.644040000000004        146.24299999999999        3.1279569999999999     
   69.030760000000001        144.61240000000001        3.3020130000000001     
   69.484859999999998        144.66600000000000        3.3135089999999998     
   69.553219999999996        144.62400000000000        3.3256209999999999     
   69.445800000000006        144.76460000000000        3.3103989999999999     
   69.240719999999996        144.92959999999999        3.2891469999999998     
   69.025880000000001        145.06020000000001        3.2692199999999998     
   68.566890000000001        144.92259999999999        3.2620410000000000     
   68.269040000000004        145.20410000000001        3.2311879999999999     
   68.225099999999998        145.45519999999999        3.2122799999999998     
   67.395020000000002        146.17280000000000        3.1257150000000000     
   67.834469999999996        145.79020000000000        3.1735690000000001     
   67.697749999999999        146.07589999999999        3.1476720000000000     
   67.370609999999999        146.66399999999999        3.0951819999999999     
   65.529790000000006        148.60149999999999        2.8765999999999998     
   66.101070000000007        148.89959999999999        2.8589810000000000     
   66.413570000000007        148.97350000000000        2.8576760000000001     
   65.642089999999996        149.59260000000000        2.7741479999999998     
   64.875489999999999        150.55930000000001        2.6845240000000001     
   64.753420000000006        150.67570000000001        2.6701120000000000     
   65.974119999999999        147.82740000000001        2.9273650000000000     
   66.926270000000002        147.28319999999999        3.0009440000000001     
   67.570800000000006        146.20620000000000        3.0983480000000001     
   66.750489999999999        147.40479999999999        2.9741360000000001     
   67.238770000000002        146.56659999999999        3.0455489999999998     
   67.297359999999998        146.77359999999999        3.0332270000000001     
   66.857910000000004        147.37809999999999        2.9808610000000000     
   66.750489999999999        147.47610000000000        2.9687820000000000     
   67.209469999999996        146.88180000000000        3.0338850000000002     
   67.243650000000002        147.28840000000000        2.9988660000000000     
   67.434079999999994        147.63079999999999        2.9738730000000002     
   68.049319999999994        146.68879999999999        3.0728680000000002     
   68.913570000000007        145.67810000000000        3.1961379999999999     
   68.503420000000006        146.21840000000000        3.1438359999999999     
   68.117679999999993        146.16499999999999        3.1374409999999999     
   67.951660000000004        146.30730000000000        3.1210089999999999     
   68.171390000000002        145.56770000000000        3.1773790000000002     
   69.099119999999999        144.24920000000000        3.3229810000000000     
   68.586429999999993        144.87400000000000        3.2553869999999998     
   68.132320000000007        146.49959999999999        3.1145909999999999     
   66.276859999999999        149.27580000000000        2.8390089999999999     
   66.154790000000006        149.62510000000000        2.8047130000000000     
   65.178219999999996        150.21100000000001        2.7233589999999999     
   65.710449999999994        149.04270000000000        2.8271259999999998     
   66.032709999999994        149.18480000000000        2.8321790000000000     
   66.125489999999999        149.08480000000000        2.8438230000000000     
   66.569820000000007        147.53229999999999        2.9699990000000001     
   67.180179999999993        146.60460000000000        3.0679059999999998     
   67.004390000000001        146.80050000000000        3.0472589999999999     
   65.988770000000002        147.72890000000001        2.9341330000000001     
   64.724119999999999        150.15960000000001        2.7187139999999999     
   64.895020000000002        149.95730000000000        2.7405320000000000     
   67.756349999999998        144.68539999999999        3.2397589999999998     
   68.063959999999994        144.77220000000000        3.2470270000000001     
   67.478030000000004        145.27730000000000        3.1846980000000000     
   67.473140000000001        145.30930000000001        3.1721930000000000     
   67.731930000000006        145.30269999999999        3.1783510000000001     
   67.517089999999996        145.64380000000000        3.1413950000000002     
   66.350099999999998        147.62610000000001        2.9500359999999999     
   65.803219999999996        147.95810000000000        2.9083109999999999     
   66.643069999999994        147.66470000000001        2.9512719999999999     
   66.018069999999994        148.19800000000001        2.8888989999999999     
   66.496579999999994        147.72950000000000        2.9473479999999999     
   65.310059999999993        149.21369999999999        2.8114789999999998     
   65.187989999999999        149.35820000000001        2.7961410000000000     
   65.324709999999996        148.99080000000001        2.8261379999999998     
   66.179199999999994        148.50760000000000        2.9040729999999999     
   64.802250000000001        150.98720000000000        2.6753510000000000     
   65.290530000000004        150.78919999999999        2.7073390000000002     
   67.360839999999996        148.76159999999999        2.9124810000000001     
   67.292479999999998        149.13610000000000        2.8900920000000001     
   66.755369999999999        150.10730000000001        2.7966400000000000     
   66.594239999999999        150.64599999999999        2.7445290000000000     
   66.345209999999994        150.78370000000001        2.7252679999999998     
   68.210449999999994        148.36959999999999        2.9408789999999998     
   69.592290000000006        146.66220000000001        3.1332849999999999     
   69.831540000000004        146.48070000000001        3.1545470000000000     
   68.957520000000002        147.36210000000000        3.0583830000000001     
   68.713380000000001        146.88000000000000        3.1038500000000000     
   68.366699999999994        146.82310000000001        3.0992109999999999     
   68.522949999999994        146.22760000000000        3.1493129999999998     
   66.062010000000001        148.48640000000000        2.8670849999999999     
   66.076660000000004        147.69120000000001        2.9285489999999998     
   65.725099999999998        148.12970000000001        2.8823889999999999     
   67.126459999999994        146.46209999999999        3.0657489999999998     
   67.277829999999994        146.33869999999999        3.0817790000000000     
   66.726070000000007        146.99390000000000        3.0169450000000002     
   65.651859999999999        147.84039999999999        2.9153319999999998     
   66.657709999999994        146.91220000000001        3.0287760000000001     
   66.477050000000006        147.54400000000001        2.9752719999999999     
   66.521000000000001        147.49760000000001        2.9804979999999999     
   67.194820000000007        146.91050000000001        3.0682090000000000     
   66.315920000000006        148.06659999999999        2.9503740000000001     
   66.638180000000006        146.91950000000000        3.0497450000000002     
   67.043459999999996        146.25489999999999        3.1211329999999999     
   66.809079999999994        146.77600000000001        3.0670320000000002     
   66.999510000000001        146.53010000000000        3.0960150000000000     
   66.472170000000006        147.47350000000000        2.9949210000000002     
   66.247559999999993        147.79230000000001        2.9639210000000000     
   66.433109999999999        147.64720000000000        2.9828540000000001     
   66.247559999999993        147.37850000000000        3.0012870000000000     
   65.822749999999999        147.78180000000000        2.9488690000000002     
   66.677250000000001        146.84880000000001        3.0405160000000002     
   67.390140000000002        146.19420000000000        3.1088160000000000     
   67.556150000000002        145.99510000000001        3.1270650000000000     
   67.116699999999994        146.74930000000001        3.0543990000000001     
   66.555179999999993        147.74900000000000        2.9496970000000000     
   65.349119999999999        148.54210000000000        2.8665609999999999     
   65.617679999999993        148.25890000000001        2.8973730000000000     
   67.370609999999999        147.52699999999999        3.0167899999999999     
   66.799319999999994        148.56500000000000        2.9239320000000002     
   67.097170000000006        148.29730000000001        2.9536069999999999     
   67.810059999999993        146.86380000000000        3.0975109999999999     
   67.951660000000004        146.69890000000001        3.1063869999999998     
   68.005369999999999        146.85740000000001        3.0989949999999999     
   66.838380000000001        147.94069999999999        2.9790809999999999     
   65.402829999999994        149.79329999999999        2.7740170000000002     
   65.383300000000006        149.87289999999999        2.7671890000000001     
   66.599119999999999        148.71629999999999        2.9021509999999999     
   65.539550000000006        149.51159999999999        2.8013050000000002     
   65.666499999999999        149.21230000000000        2.8244419999999999     
   66.530760000000001        148.58869999999999        2.9076409999999999     
   66.745609999999999        148.55410000000001        2.9054430000000000     
   67.272949999999994        147.26429999999999        3.0224810000000000     
   66.486819999999994        148.15410000000000        2.9295840000000002     
   66.413570000000007        148.17280000000000        2.9248029999999998     
   66.550290000000004        148.20869999999999        2.9251849999999999     
   65.925290000000004        149.32079999999999        2.8214690000000000     
   66.647949999999994        148.67030000000000        2.8968310000000002     
   67.155760000000001        148.33390000000000        2.9480360000000001     
   66.276859999999999        149.29329999999999        2.8448669999999998     
   66.286619999999999        149.31909999999999        2.8431479999999998     
   66.345209999999994        148.90440000000001        2.8720370000000002     
   66.608890000000002        148.24910000000000        2.9251510000000001     
   65.686040000000006        149.11040000000000        2.8179539999999998     
   65.700680000000006        149.07990000000001        2.8206190000000002     
   65.026859999999999        150.26669999999999        2.7105260000000002     
   65.729979999999998        149.97489999999999        2.7549570000000001     
   66.369630000000001        148.87940000000000        2.8755259999999998     
   65.974119999999999        147.30189999999999        2.9802350000000000     
   66.032709999999994        147.03270000000001        3.0042789999999999     
   67.326660000000004        146.03260000000000        3.1391260000000001     
   66.633300000000006        147.40490000000000        3.0115500000000002     
   66.418459999999996        147.63010000000000        2.9894660000000002     
   65.891109999999998        147.63220000000001        2.9736669999999998     
   65.109859999999998        148.89500000000001        2.8448430000000000     
   64.465329999999994        150.37620000000001        2.7227190000000001     
   64.802250000000001        150.83109999999999        2.6963859999999999     
   64.792479999999998        150.68870000000001        2.7089750000000001     
   65.476070000000007        149.07610000000000        2.8468779999999998     
   64.641109999999998        149.43000000000001        2.7905020000000000     
   63.947749999999999        151.00620000000001        2.6525859999999999     
   63.703609999999998        151.60180000000000        2.6023230000000002     
   63.801270000000002        151.34129999999999        2.6131380000000002     
   66.311040000000006        148.42480000000000        2.9257510000000000     
   65.920410000000004        148.70620000000000        2.8950239999999998     
   66.765140000000002        148.14210000000000        2.9720749999999998     
   68.225099999999998        146.12119999999999        3.1620010000000001     
   68.229979999999998        146.04700000000000        3.1708569999999998     
   68.127440000000007        146.29810000000001        3.1458010000000001     
   68.117679999999993        146.27320000000000        3.1480779999999999     
   68.308109999999999        146.06350000000000        3.1698350000000000     
   67.600099999999998        146.71449999999999        3.0855429999999999     
   67.619630000000001        146.66780000000000        3.0901239999999999     
   67.458500000000001        147.11340000000001        3.0511819999999998     
   67.502440000000007        147.40209999999999        3.0305089999999999     
   67.849119999999999        146.90790000000001        3.0931129999999998     
   67.473140000000001        147.71670000000000        3.0114269999999999     
   67.746579999999994        146.66679999999999        3.0953320000000000     
   67.702640000000002        146.82100000000000        3.0827950000000000     
   67.448729999999998        147.80000000000001        2.9870549999999998     
   67.429199999999994        147.79630000000000        3.0072730000000001     
   67.492679999999993        147.59880000000001        3.0199799999999999     
   67.468260000000001        147.27250000000001        3.0479750000000001     
   66.403809999999993        148.88780000000000        2.8852210000000000     
   64.807130000000001        150.10669999999999        2.7355179999999999     
   64.948729999999998        150.20429999999999        2.7348180000000002     
   66.115719999999996        149.42080000000001        2.8091849999999998     
   66.091309999999993        149.35100000000000        2.8127019999999998     
   65.920410000000004        149.56290000000001        2.7894169999999998     
   67.228999999999999        148.43570000000000        2.9221699999999999     
   67.307130000000001        148.36050000000000        2.9302860000000002     
   67.463380000000001        148.37600000000000        2.9391479999999999     
   67.961429999999993        146.13350000000000        3.1469299999999998     
   67.492679999999993        145.63010000000000        3.1688360000000002     
   67.878420000000006        145.17529999999999        3.2209319999999999     
   68.146969999999996        144.66820000000001        3.2741220000000002     
   65.842290000000006        147.21670000000000        3.0009090000000000     
   67.077640000000002        146.47270000000000        3.0916329999999999     
   67.087400000000002        146.25550000000001        3.1107089999999999     
   66.828609999999998        146.64750000000001        3.0606830000000000     
   66.784670000000006        146.50610000000000        3.0710109999999999     
   65.988770000000002        147.26790000000000        2.9839289999999998     
   65.803219999999996        147.71940000000001        2.9422259999999998     
   65.744630000000001        147.79079999999999        2.9410500000000002     
   65.397949999999994        148.34049999999999        2.8878750000000002     
   65.935059999999993        147.68670000000000        2.9640080000000002     
   67.453609999999998        147.04310000000001        3.0410130000000000     
   67.868650000000002        146.66340000000000        3.0810439999999999     
   67.600099999999998        147.20230000000001        3.0279440000000002     
   68.024900000000002        146.19720000000001        3.1169950000000002     
   67.536619999999999        145.28219999999999        3.2058770000000001     
   67.531739999999999        145.32380000000001        3.2034240000000000     
   68.122559999999993        144.64490000000001        3.2772739999999998     
   68.190920000000006        144.39300000000000        3.3002470000000002     
   68.103030000000004        144.54400000000001        3.2847729999999999     
   68.977050000000006        144.40510000000000        3.3267440000000001     
   68.361819999999994        145.27320000000000        3.2306080000000001     
   68.571780000000004        144.99860000000001        3.2610869999999998     
   68.488770000000002        145.43340000000001        3.2278050000000000     
   67.131349999999998        145.36439999999999        3.1858789999999999     
   66.965329999999994        145.42179999999999        3.1745999999999999     
   66.882320000000007        145.43180000000001        3.1825429999999999     
   66.887209999999996        145.43899999999999        3.1820640000000000     
   66.867679999999993        145.85880000000000        3.1568329999999998     
   66.740719999999996        145.88170000000000        3.1489180000000001     
   67.111819999999994        146.17850000000001        3.1384270000000001     
   67.648929999999993        146.03280000000001        3.1519400000000002     
   66.740719999999996        146.91170000000000        3.0530689999999998     
   66.711429999999993        146.92410000000001        3.0555129999999999     
   67.111819999999994        146.39800000000000        3.1126420000000001     
   66.560059999999993        147.39550000000000        3.0170569999999999     
   66.691890000000001        146.80260000000001        3.0554500000000000     
   66.682130000000001        146.81520000000000        3.0541489999999998     
   66.437989999999999        146.92640000000000        3.0365020000000000     
   66.706540000000004        146.86439999999999        3.0464509999999998     
   66.174319999999994        148.25860000000000        2.9243269999999999     
   66.652829999999994        147.68620000000001        2.9888140000000001     
   65.705569999999994        147.39310000000000        2.9479669999999998     
   65.764160000000004        147.20050000000001        2.9658500000000001     
   65.603030000000004        147.11510000000001        2.9685530000000000     
   65.256349999999998        147.59170000000000        2.9224079999999999     
   65.515140000000002        146.91069999999999        2.9984350000000002     
   65.207520000000002        148.02900000000000        2.9064420000000002     
   65.295410000000004        147.94450000000001        2.9172520000000000     
   66.486819999999994        147.47229999999999        2.9812580000000000     
   66.506349999999998        147.44630000000001        2.9841460000000000     
   66.198729999999998        147.65880000000001        2.9589989999999999     
   66.213380000000001        147.62510000000000        2.9621670000000000     
   65.490719999999996        149.42400000000001        2.8038550000000000     
   64.992679999999993        149.95410000000001        2.7556200000000000     
   64.123540000000006        151.36259999999999        2.6151290000000000     
   63.918460000000003        150.28399999999999        2.6838829999999998     
   63.894039999999997        150.30260000000001        2.6858100000000000     
   63.767090000000003        150.24879999999999        2.6854670000000000     
   63.723140000000001        150.27539999999999        2.6825939999999999     
   63.620609999999999        151.50510000000000        2.5635450000000000     
   64.328609999999998        151.59160000000000        2.6026120000000001     
   64.816890000000001        150.96969999999999        2.6643340000000002     
   65.217290000000006        150.24610000000001        2.7350330000000000     
   64.934079999999994        150.83510000000001        2.6878090000000001     
   64.509280000000004        151.29920000000001        2.6412680000000002     
   65.720209999999994        149.05320000000000        2.8440070000000000     
   65.612790000000004        148.37970000000001        2.8985530000000002     
   65.593260000000001        148.37219999999999        2.8917679999999999     
   66.804199999999994        146.97309999999999        3.0380569999999998     
   66.496579999999994        147.27650000000000        2.9979320000000000     
   66.179199999999994        148.03059999999999        2.9285929999999998     
   64.841309999999993        149.31829999999999        2.7944170000000002     
   64.040530000000004        149.99000000000001        2.7142499999999998     
   64.938959999999994        148.26480000000001        2.8698350000000001     
   65.363770000000002        147.74050000000000        2.9239160000000002     
   65.974119999999999        147.27369999999999        2.9817429999999998     
   65.720209999999994        147.84030000000001        2.9243389999999998     
   65.378420000000006        148.01980000000000        2.8973290000000000     
   65.021969999999996        149.22380000000001        2.7904420000000001     
   65.095209999999994        149.06450000000001        2.8048270000000000     
   66.330569999999994        147.85960000000000        2.9384109999999999     
   66.340329999999994        147.90110000000001        2.9363510000000002     
   66.481930000000006        147.53250000000000        2.9822860000000002     
